30408704,168,650696

30664704,90,814936

30920704,595,773176

31176704,89,823608

31432704,93,823520

31688704,89,1986848

31944704,90,1988296

32200704,178,1988056

32456704,104,1988392

32712704,90,1988056

32968704,96,1988312

33224704,90,1988056

33480704,96,1988056

33736704,91,4076960

33992704,90,4076624

34248704,98,4076752

34504704,94,3965208

34760704,90,4042008

35016704,180,4076944

35272704,90,3999592

35528704,103,4076992

35784704,105,6751040

36040704,91,6751512

36296704,94,6852640

36552704,92,6852024

36808704,118,6852064

37064704,107,6852024

37320704,103,6852632

37576704,96,6751416

37832704,91,9471168

38088704,91,9471168

38344704,90,9550536

38600704,107,9471448

38856704,90,9471208

39112704,93,9444480

39368704,279,9365320

39624704,266,9365320

39880704,100,9603600

40136704,209,9603536

40392704,182,9603536

40648704,106,9700232

40904704,124,9700256

41160704,151,9602896

41416704,95,9603120

41672704,96,9603504

41928704,95,9699992

42184704,101,12078872

42440704,100,12097528

42696704,98,12098600

42952704,99,12098264

43208704,235,12097528

43464704,98,12098360

43720704,98,12098264

43976704,95,12098360

44232704,12,14674952

44488704,42,14674888

44744704,12,14551992

45000704,12,14773712

45256704,12,14674864

45512704,12,14674968

45768704,12,14674888

46024704,12,14773632

46280704,1,17330568

46536704,1,17330568

46792704,1,17330792

47048704,1,17201776

47304704,1,17201776

47560704,1,17330792

47816704,1,17330552

48072704,1,17330904

