gc,1,189,1492649779759.0,5887.0,1287974440,1287974440
gc,1,188,1492649771576.0,8183.0,1468611936,1287974440
gc,1,187,1492649765601.0,5975.0,1468611936,1468611936
gc,1,186,1492649757340.0,8261.0,1152127264,1468611936
gc,1,185,1492649749428.0,7912.0,1399855952,1152127264
gc,1,184,1492649743426.0,6002.0,1399855952,1399855952
gc,1,183,1492649735297.0,8129.0,1525183224,1399855952
gc,1,182,1492649729443.0,5854.0,1525183224,1525183224
gc,1,181,1492649720880.0,8562.0,1588806064,1525183224
gc,1,180,1492649715039.0,5841.0,1588806064,1588806064
gc,1,179,1492649706640.0,8399.0,1212972256,1588806064
gc,1,178,1492649698819.0,7821.0,1430632648,1212972256
gc,1,177,1492649693072.0,5747.0,1430632648,1430632648
gc,1,176,1492649684859.0,8213.0,1540703264,1430632648
gc,1,175,1492649678867.0,5992.0,1540703264,1540703264
gc,1,174,1492649670321.0,8546.0,1188655016,1540703264
gc,1,173,1492649662428.0,7892.0,1418159408,1188655016
gc,1,172,1492649656549.0,5879.0,1418159408,1418159408
gc,1,171,1492649648122.0,8427.0,1534419992,1418159408
gc,1,170,1492649642174.0,5948.0,1534419992,1534419992
gc,1,169,1492649633735.0,8439.0,1185447536,1534419992
gc,1,168,1492649625883.0,7852.0,1416548944,1185447536
gc,1,167,1492649620032.0,5850.0,1416548944,1416548944
gc,1,166,1492649611815.0,8217.0,1125648576,1416548944
gc,1,165,1492649604104.0,7711.0,1386255768,1125648576
gc,1,164,1492649598240.0,5864.0,1386255768,1386255768
gc,1,163,1492649590037.0,8203.0,1110319160,1386255768
gc,1,162,1492649582058.0,7979.0,1378555352,1110319160
gc,1,161,1492649576133.0,5925.0,1378555352,1378555352
gc,1,160,1492649568013.0,8120.0,1106389296,1378555352
gc,1,159,1492649560198.0,7815.0,1376533288,1106389296
gc,1,158,1492649554320.0,5878.0,1376533288,1376533288
gc,1,157,1492649545906.0,8414.0,1513436000,1376533288
gc,1,156,1492649539824.0,6082.0,1513436000,1513436000
gc,1,155,1492649531425.0,8399.0,1174896800,1513436000
gc,1,154,1492649523364.0,8061.0,1411199736,1174896800
gc,1,153,1492649517342.0,6022.0,1411199736,1411199736
gc,1,152,1492649509004.0,8338.0,1123033536,1411199736
gc,1,151,1492649501222.0,7782.0,977039840,1123033536
gc,1,150,1492649493651.0,7571.0,903072712,977039840
gc,1,149,1492649486119.0,7532.0,1273513048,903072712
gc,1,148,1492649480122.0,5997.0,1273513048,1273513048
gc,1,147,1492649472038.0,8084.0,1053180000,1273513048
gc,1,146,1492649464424.0,7614.0,1349575872,1053180000
gc,1,145,1492649458446.0,5978.0,1349575872,1349575872
gc,1,144,1492649450246.0,8200.0,1499829288,1349575872
gc,1,143,1492649444239.0,6007.0,1499829288,1499829288
gc,1,142,1492649435678.0,8561.0,1167796296,1499829288
gc,1,141,1492649427788.0,7890.0,1407576728,1167796296
gc,1,140,1492649421696.0,6092.0,1407576728,1407576728
gc,1,139,1492649413402.0,8294.0,1529221624,1407576728
gc,1,138,1492649407507.0,5895.0,1529221624,1529221624
gc,1,137,1492649397926.0,9581.0,1590775352,1529221624
gc,1,136,1492649392001.0,5925.0,1590775352,1590775352
gc,1,135,1492649381993.0,10008.0,1224223960,1590775352
gc,1,134,1492649375971.0,6022.0,1224223960,1224223960
gc,1,133,1492649368031.0,7940.0,1028236160,1224223960
gc,1,132,1492649360278.0,7753.0,1336860152,1028236160
gc,1,131,1492649354299.0,5979.0,1336860152,1336860152
gc,1,130,1492649346159.0,8140.0,1493283656,1336860152
gc,1,129,1492649340052.0,6107.0,1493283656,1493283656
gc,1,128,1492649330992.0,9060.0,1572675672,1493283656
gc,1,127,1492649324937.0,6055.0,1572675672,1572675672
gc,1,126,1492649316088.0,8849.0,1204742088,1572675672
gc,1,125,1492649308183.0,7905.0,1018292584,1204742088
gc,1,124,1492649300421.0,7762.0,1331853192,1018292584
gc,1,123,1492649294490.0,5930.0,1331853192,1331853192
gc,1,122,1492649286384.0,8106.0,1082799288,1331853192
gc,1,121,1492649278592.0,7792.0,956551368,1082799288
gc,1,120,1492649271148.0,7444.0,892569032,956551368
gc,1,119,1492649263652.0,7496.0,1268172080,892569032
gc,1,118,1492649257586.0,6066.0,1268172080,1268172080
gc,1,117,1492649249573.0,8013.0,1458478592,1268172080
gc,1,116,1492649243727.0,5846.0,1458478592,1458478592
gc,1,115,1492649235392.0,8335.0,1554881704,1458478592
gc,1,114,1492649229567.0,5825.0,1554881704,1554881704
gc,1,113,1492649219914.0,9653.0,1603756568,1554881704
gc,1,112,1492649213944.0,5969.0,1603756568,1603756568
gc,1,111,1492649203972.0,9972.0,819611080,1603756568
gc,1,110,1492649196530.0,7441.0,1231184280,819611080
gc,1,109,1492649190549.0,5981.0,1231184280,1231184280
gc,1,108,1492649182578.0,7971.0,1439665128,1231184280
gc,1,107,1492649176537.0,6041.0,1439665128,1439665128
gc,1,106,1492649168306.0,8231.0,1545311296,1439665128
