compute,0,1000,1490062613528.0,1290.0,281612024,276873960
compute,0,999,1490062615822.0,930.0,276873960,197101152
compute,0,998,1490062617753.0,384.0,197101152,191705976
compute,0,997,1490062619139.0,423.0,191705976,179125104
compute,0,996,1490062620564.0,327.0,179125104,264254456
compute,0,995,1490062621893.0,327.0,264254456,247077848
compute,0,994,1490062623222.0,311.0,247077848,286503104
compute,0,993,1490062624535.0,307.0,286503104,293840264
compute,0,992,1490062625844.0,310.0,293840264,271500376
compute,0,991,1490062627156.0,307.0,271500376,229442536
compute,0,990,1490062628465.0,316.0,229442536,169700992
compute,0,989,1490062629782.0,293.0,169700992,261784136
compute,0,988,1490062631076.0,307.0,261784136,180232232
compute,0,987,1490062632385.0,287.0,180232232,258895752
compute,0,986,1490062633674.0,297.0,258895752,334970760
compute,0,985,1490062634974.0,310.0,334970760,236084584
compute,0,984,1490062636286.0,303.0,236084584,309481000
compute,0,983,1490062637591.0,308.0,309481000,202235048
compute,0,982,1490062638901.0,289.0,202235048,269293344
compute,0,981,1490062640191.0,290.0,269293344,336109032
compute,0,980,1490062641483.0,307.0,336109032,224176312
compute,0,979,1490062642792.0,289.0,224176312,287881752
compute,0,978,1490062644084.0,313.0,243146064,238187488
compute,0,977,1490062645399.0,310.0,305762104,294328232
compute,0,976,1490062646712.0,309.0,362200224,338832440
compute,0,975,1490062648030.0,311.0,287496648,282062920
compute,0,974,1490062649343.0,446.0,349834944,270118920
compute,0,973,1490062650791.0,309.0,337757504,312331640
compute,0,972,1490062652102.0,309.0,380646320,340841568
compute,0,971,1490062653413.0,312.0,301911208,325593776
compute,0,970,1490062654727.0,332.0,393064048,278778488
compute,0,969,1490062656061.0,312.0,346823600,342638968
compute,0,968,1490062657375.0,445.0,410953136,307241752
compute,0,967,1490062658822.0,315.0,375596024,330111392
compute,0,966,1490062660139.0,310.0,398502584,339501688
compute,0,965,1490062661452.0,311.0,407104496,335356696
compute,0,964,1490062662764.0,312.0,402610448,321677800
compute,0,963,1490062664078.0,425.0,390175088,369358616
compute,0,962,1490062665506.0,315.0,437676784,345042352
compute,0,961,1490062666834.0,313.0,412256624,313747280
compute,0,960,1490062668148.0,352.0,381786472,276415656
compute,0,959,1490062669501.0,291.0,344800048,413810944
compute,0,958,1490062670793.0,1679.0,340242272,96751936
compute,0,957,1490062673573.0,308.0,163872096,94079664
compute,0,956,1490062674888.0,310.0,161853096,65467968
compute,0,955,1490062676200.0,294.0,133525672,139301072
compute,0,954,1490062677503.0,296.0,127359552,204953720
compute,0,953,1490062678800.0,311.0,169792512,114825040
compute,0,952,1490062680113.0,296.0,181974296,212998312
compute,0,951,1490062681410.0,424.0,170863432,113294336
compute,0,950,1490062682887.0,292.0,180902400,185723392
compute,0,949,1490062684252.0,297.0,170554368,240758648
compute,0,948,1490062685551.0,299.0,210346976,260978664
compute,0,947,1490062686851.0,299.0,210635560,241214152
compute,0,946,1490062688151.0,298.0,210667288,244051840
compute,0,945,1490062689451.0,298.0,222175560,272145848
compute,0,944,1490062690751.0,299.0,227474696,276034616
compute,0,943,1490062692052.0,299.0,227736384,236555432
compute,0,942,1490062693353.0,317.0,227558440,204504424
compute,0,941,1490062694672.0,473.0,272059016,295333608
compute,0,940,1490062696261.0,301.0,265729784,298774072
compute,0,939,1490062697564.0,301.0,265615360,301387184
compute,0,938,1490062698867.0,302.0,266273096,293858144
compute,0,937,1490062700172.0,305.0,266410384,294208936
compute,0,936,1490062701479.0,300.0,268729760,304741416
compute,0,935,1490062702781.0,300.0,268589552,310499808
compute,0,934,1490062704085.0,301.0,269198456,291334832
compute,0,933,1490062705388.0,390.0,268863096,302841408
compute,0,932,1490062706781.0,1502.0,284561408,133296432
compute,0,931,1490062709542.0,324.0,127486752,127303696
compute,0,930,1490062710869.0,321.0,131979304,155567176
compute,0,929,1490062712192.0,307.0,132292944,110743048
compute,0,928,1490062713502.0,310.0,178262416,104568400
compute,0,927,1490062714813.0,294.0,172052744,190243616
compute,0,926,1490062716108.0,668.0,133408616,114770984
compute,0,925,1490062717812.0,311.0,182462080,166022552
compute,0,924,1490062719170.0,312.0,173764744,190294168
compute,0,923,1490062720484.0,312.0,196600256,194740112
