32,1186.227114,0.898648
33,1213.871633,0.520592
34,966.318291,1.651232
35,973.62604,1.48436
36,624.327174,4.240144
37,627.306475,4.11344
38,664.318967,7.80408
39,679.404429,7.803768
40,608.793256,4.692768
41,608.275802,4.27332
42,607.316871,5.512632
44,608.084415,5.739728
45,677.616232,12.130464
46,695.616598,12.130056
47,649.543258,8.254784
48,634.897564,8.241584
49,701.911544,10.512184
50,699.550629,10.564864
51,706.839324,1.2774
52,716.09786,3.185272
53,561.1964,16.07972
54,558.633493,16.361448
55,408.057461,6.131672
56,434.170257,6.135408
57,447.095065,11.43424
58,441.956407,11.411912
59,447.35809,20.470888
60,448.932516,20.434056
61,271.230577,22.21564
62,267.547336,21.91384
63,277.328506,11.60424
65,284.555575,11.918768
66,144.226812,21.900288
67,136.542159,22.175464
68,141.787849,27.669208
69,141.636054,28.428576
70,144.389665,20.56764
71,143.705891,20.647544
72,137.279378,17.878112
73,138.790334,18.694864
74,143.344562,28.987464
75,141.344343,28.983776
76,147.633906,31.634616
77,148.821584,31.608048
78,139.441039,35.945672
79,142.467396,35.968872
80,117.110732,38.75588
81,120.558656,38.337704
82,143.445614,30.043816
83,142.804669,30.009864
