30,17.574
30,17.916
31,17.535
31,17.589
31,17.578
31,17.845
31,17.68
32,17.506
32,17.415
32,17.575
32,17.665
32,18.356
33,17.082
33,21.988
33,17.794
33,0.658
33,0.617
34,0.586
34,0.571
34,0.563
34,0.569
34,0.565
35,0.858
35,0.85
35,0.866
35,0.881
35,0.846
36,0.789
36,0.818
36,0.882
