139500000,6196.953379,72862384
141597152,6089.609243,74131760
143694304,6046.664101,77258544
145791456,5992.093312,78611248
147888608,5970.392957,80002608
149985760,5977.371682,83968224
152082912,5876.1205199999995,85445168
154180064,5932.723962,86923440
156277216,5842.423908,88400688
158374368,6038.853558999999,93527600
160471520,5966.631327,95112368
162568672,5757.447166000001,96697648
164665824,5796.078632000001,98281904
166762976,5884.6523099999995,99866928
168860128,5810.864811,101451696
170957280,5744.943043,103036080
173054432,6302.841453,110127408
175151584,5863.743608,111937328
177248736,5838.3953249999995,113824560
179345888,5912.065665,115711408
181443040,5844.363329,117598256
183540192,5712.479267,119485488
185637344,5786.95495,121372208
187734496,5737.310572,123259056
189831648,5751.043227,125146288
191928800,5739.462174,127033136
194025952,5749.189866,128919856
196123104,5748.809765,130807088
198220256,5734.876737,132693936
200317408,5734.571897000001,134580784
202414560,5797.1922429999995,136468016
204511712,5679.396455,138354736
206608864,5713.856998,140241584
208706016,5675.029726,142128816
210803168,5762.0401059999995,144198192
212900320,5682.099304,146295344
214997472,5718.397705,148392496
217094624,5738.586865,150489648
219191776,5705.973728,152586800
221288928,5686.5558040000005,154683952
223386080,5693.77081,156781104
225483232,5673.892158000001,158878256
227580384,5692.9333990000005,160975408
229677536,5811.588897,163072560
231774688,5723.195548,165169712
233871840,5645.133003,167266864
235968992,5581.088102,169364016
238066144,5634.717114,171461168
240163296,5696.637708,173558320
242260448,5712.693899999999,175655472
